#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
M.I6 ADM CONS LTDA.;58860976;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M.I6 ADM CONS LTDA.;58860976;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAGGI ADM CONS LTDA;04250224;202506;1;22,00379;9;0;0;353;2655;1884;4435;42;5356;140;823;6493;649;344
MAGGI ADM CONS LTDA;04250224;202506;2;13,38181;40;1;0;342;3516;11818;8352;177;17553;976;1641;8995;5924;862
MAGGI ADM CONS LTDA;04250224;202506;3;13,18990;17;0;0;366;1548;8892;5232;144;12619;602;903;7772;5333;354
MAGGI ADM CONS LTDA;04250224;202506;4;10,79577;4;0;0;227;383;383;2550;35;2605;26;302;603;27;56
MAGGI ADM CONS LTDA;04250224;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAGGI ADM CONS LTDA;04250224;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;2;13,88137;24;0;0;319;1914;16301;6618;194;20658;1460;801;11272;10369;854
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASSEY FERGUSON ADM DE CONS LTDA;45793395;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MENEGALLI ADM CONS LTDA;76853043;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MENEGALLI ADM CONS LTDA;76853043;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MENEGALLI ADM CONS LTDA;76853043;202506;3;14,56440;10;0;0;18;8;957;705;30;1281;266;115;448;261;100
MENEGALLI ADM CONS LTDA;76853043;202506;4;18,00000;14;0;0;31;46;1041;850;31;1449;244;198;633;290;109
MENEGALLI ADM CONS LTDA;76853043;202506;5;15,26440;4;0;0;9;14;378;386;8;550;156;58;232;73;23
MENEGALLI ADM CONS LTDA;76853043;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCABENCO;46349106;202506;1;17,50797;1;0;0;0;160;263;31;3;248;41;5;505;117;45
MERCABENCO;46349106;202506;2;12,86877;17;0;3;1;899;3022;1642;22;2819;1149;696;1774;1343;129
MERCABENCO;46349106;202506;3;13,12768;5;0;1;67;98;2969;587;12;2894;509;153;2456;2068;110
MERCABENCO;46349106;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCABENCO;46349106;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCABENCO;46349106;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOTOASA ADM. CONS. LTDA;05126027;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOTOASA ADM. CONS. LTDA;05126027;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOTOASA ADM. CONS. LTDA;05126027;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOTOASA ADM. CONS. LTDA;05126027;202506;4;19,95307;10;0;0;90;897;8560;1605;41;9551;389;225;10356;6706;148
MOTOASA ADM. CONS. LTDA;05126027;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOTOASA ADM. CONS. LTDA;05126027;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;1;22,82734;31;0;0;1039;30103;2142;7676;38;7890;590;1338;107265;216;813
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;2;17,54940;7;0;0;136;5999;908;884;7;1276;294;222;28842;131;124
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;3;18,07260;22;0;0;847;18961;4522;5564;71;7450;1145;1491;66696;1388;659
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;4;16,56050;13;0;0;269;9728;4035;1366;25;3892;1151;358;37944;1419;552
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MULTIMARCAS ADM.CONS.LTDA.;04124922;202506;6;16,02450;2;0;0;11;729;72;91;4;112;29;22;1153;3;37
NOVOTEMPO ADM CONS;05395814;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVOTEMPO ADM CONS;05395814;202506;2;13,83980;13;0;0;47;971;3518;1671;17;4693;303;193;3025;2427;82
NOVOTEMPO ADM CONS;05395814;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVOTEMPO ADM CONS;05395814;202506;4;20,85190;1;0;0;1;72;167;39;1;199;4;3;99;123;13
NOVOTEMPO ADM CONS;05395814;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVOTEMPO ADM CONS;05395814;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OPÇÃO ADM. CONSÓRCIO;20919916;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OPÇÃO ADM. CONSÓRCIO;20919916;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OPÇÃO ADM. CONSÓRCIO;20919916;202506;3;14,97360;3;0;0;33;51;447;403;16;730;57;63;353;119;41
OPÇÃO ADM. CONSÓRCIO;20919916;202506;4;20,00960;9;0;0;73;64;1889;920;36;2428;173;208;1981;1102;95
OPÇÃO ADM. CONSÓRCIO;20919916;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OPÇÃO ADM. CONSÓRCIO;20919916;202506;6;17,25000;1;0;0;2;40;50;30;2;67;5;8;64;8;10
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;1;20,07960;333;0;1;5121;16612;71042;150748;797;204420;3461;13909;181200;29151;19252
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;2;13,86081;34;0;0;539;824;4001;11000;112;13424;389;1188;9577;648;1253
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;3;17,15201;420;0;9;4757;13396;74375;117807;2608;173750;5597;12835;103416;20660;17859
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO ADM. CONS. LTDA;48041735;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTOBENS ADM CONS LTDA;87433413;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTOBENS ADM CONS LTDA;87433413;202506;2;13,85692;67;0;0;205;617;7003;4107;120;10499;334;277;3305;2950;2289
PORTOBENS ADM CONS LTDA;87433413;202506;3;14,92640;5;0;0;44;39;1997;1188;22;2971;116;98;1655;1052;612
PORTOBENS ADM CONS LTDA;87433413;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTOBENS ADM CONS LTDA;87433413;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTOBENS ADM CONS LTDA;87433413;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;1;22,14553;3;0;0;44;1248;3152;921;11;3688;210;175;7109;2207;177
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;2;14,54630;10;0;0;209;397;7039;5617;115;10769;1041;846;7091;3397;456
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;3;21,24587;7;0;0;129;986;3888;2194;67;5191;515;376;5538;1765;211
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;4;21,83801;2;0;0;99;1163;5200;2024;80;5862;835;527;8680;3040;286
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMO ROSSI ADM. CONS. LTDA;51597300;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROMOVE;09111444;202506;1;25,00000;2;0;0;250;259;84;1655;4;1076;8;655;5612;0;57
PROMOVE;09111444;202506;2;25,00000;2;0;0;204;341;52;1455;3;736;9;762;2852;0;23
PROMOVE;09111444;202506;3;20,76370;7;0;1;716;1332;729;4548;20;3006;162;2109;21687;22;316
PROMOVE;09111444;202506;4;21,61880;2;0;0;225;421;545;918;22;950;135;378;4837;146;143
PROMOVE;09111444;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROMOVE;09111444;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUALINVEST ADM CONS LTDA.;27836377;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUALINVEST ADM CONS LTDA.;27836377;202506;2;16,26510;1;0;0;1;1;61;105;3;166;0;0;1;22;5
QUALINVEST ADM CONS LTDA.;27836377;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUALINVEST ADM CONS LTDA.;27836377;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUALINVEST ADM CONS LTDA.;27836377;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUALINVEST ADM CONS LTDA.;27836377;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;1;21,00162;20;1;0;710;734;5861;14646;93;18662;504;1341;16472;1436;2444
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;2;12,37643;135;2;1;885;3748;36225;40275;640;70232;3034;3234;20572;13093;10190
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;3;13,72651;11;0;0;243;672;3758;5660;80;8276;392;750;3980;1208;681
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;4;0,00000;0;0;0;3;0;0;0;0;0;0;0;0;0;0
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;5;9,70000;1;0;0;0;12;153;68;4;205;9;7;45;52;47
RANDON ADM CONSÓRCIOS LTDA.;91108027;202506;6;13,02697;1;0;0;0;41;140;38;6;142;32;4;53;17;40
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;1;21,93274;5;1;0;337;4128;2067;4509;34;5523;288;765;27317;480;540
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;3;18,61507;21;0;0;513;8681;9396;6393;173;13033;1371;1385;37204;4258;964
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;4;18,57819;4;0;0;100;723;1547;1369;47;2335;264;317;4624;478;259
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RECON ADM. DE CONSORCIOS LTDA;23767155;202506;6;19,07438;1;0;0;6;211;190;52;6;196;36;10;561;50;56
REDE OESTE ADM DE CONS LTDA;92002609;202506;1;21,34210;1;0;0;9;185;87;445;3;473;16;43;827;1;18
REDE OESTE ADM DE CONS LTDA;92002609;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDE OESTE ADM DE CONS LTDA;92002609;202506;3;14,80740;15;0;0;73;295;1912;2811;58;3933;396;394;2505;487;146
REDE OESTE ADM DE CONS LTDA;92002609;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDE OESTE ADM DE CONS LTDA;92002609;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDE OESTE ADM DE CONS LTDA;92002609;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;1;23,23585;1;0;0;3;20;3;50;0;50;1;2;21;0;2
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;3;16,97148;7;0;0;44;530;838;701;18;1365;110;64;1965;336;60
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;4;17,81228;1;0;0;0;108;99;15;2;101;9;4;219;42;14
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REDENÇÃO ADM DE CONSÓRCIO;62246228;202506;6;8,96044;4;0;0;0;1;84;59;3;141;1;1;5;37;0
REMAZA ADM CONS LTDA;62354055;202506;1;20,19345;17;0;0;130;1169;4746;4067;48;8018;408;387;36516;1149;875
REMAZA ADM CONS LTDA;62354055;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REMAZA ADM CONS LTDA;62354055;202506;3;19,84243;7;0;0;79;360;2386;1679;36;3468;358;239;10560;1098;254
REMAZA ADM CONS LTDA;62354055;202506;4;20,48073;11;0;0;23;181;1469;796;27;1945;165;155;4929;678;267
REMAZA ADM CONS LTDA;62354055;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REMAZA ADM CONS LTDA;62354055;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RIVEL ADM.CONSORCIOS;80402746;202506;1;20,61588;3;0;0;28;1058;721;1642;12;2013;141;209;3371;246;95
RIVEL ADM.CONSORCIOS;80402746;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RIVEL ADM.CONSORCIOS;80402746;202506;3;11,84544;14;0;0;28;319;1110;1195;40;2027;162;116;915;375;172
RIVEL ADM.CONSORCIOS;80402746;202506;4;16,99861;7;0;0;17;459;859;582;14;1202;143;96;969;326;108
RIVEL ADM.CONSORCIOS;80402746;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RIVEL ADM.CONSORCIOS;80402746;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;1;24,86248;113;2;0;1805;8306;22154;42775;220;60663;993;3273;80438;8382;6108
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;2;14,89318;4;0;0;32;18;432;537;13;881;35;53;580;122;173
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;3;17,15568;157;1;3;1071;2369;19587;18518;270;34340;1638;2127;22844;7938;6371
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;4;19,21528;15;0;0;88;255;3280;1596;46;4345;278;253;4320;1465;819
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RODOBENS ADM CONSORCIOS LTDA;51855716;202506;6;25,07933;16;1;1;101;187;1737;1200;68;2380;377;180;2461;563;464
SANTA FÉ ADM CONS LTDA;80674393;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTA FÉ ADM CONS LTDA;80674393;202506;2;17,00000;1;0;0;3;10;9;116;1;111;0;14;11;0;4
SANTA FÉ ADM CONS LTDA;80674393;202506;3;12,32150;10;0;0;3;6;188;217;12;359;17;29;15;62;31
SANTA FÉ ADM CONS LTDA;80674393;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTA FÉ ADM CONS LTDA;80674393;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTA FÉ ADM CONS LTDA;80674393;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;1;21,29873;134;3;0;5979;53370;24003;85508;884;101154;1346;7011;212063;3408;8574
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;2;10,75128;18;0;0;60;220;9942;3030;151;11141;1683;148;9676;2967;857
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;3;13,92073;185;2;4;5153;5600;180408;93512;4662;243178;24670;6072;232232;63090;23002
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;4;21,24283;5;0;0;349;1734;3153;4347;175;6970;228;302;6658;335;1028
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;5;17,89475;8;0;0;0;4352;3358;39;27;3223;159;15;6074;1332;1694
SANTANDER BRASIL ADM CONS LTDA;55942312;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202506;2;12,87663;58;0;0;372;133;10138;9392;153;18449;513;568;3593;3182;3303
SCANIA ADM CONS LTDA.;96479258;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;3;14,41040;39;0;1;28;50;1045;942;40;1590;200;197;116;235;205
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202506;1;21,69643;53;1;0;1646;7366;10276;50275;168;51346;1549;7656;37107;2527;2459
SERVOPA ADM CONSÓRCIOS;76515071;202506;2;13,37460;2;0;0;74;35;289;712;5;851;44;106;184;62;78
SERVOPA ADM CONSÓRCIOS;76515071;202506;3;14,06980;118;2;1;1597;861;18133;24520;454;37108;2312;3233;12886;6492;4386
SERVOPA ADM CONSÓRCIOS;76515071;202506;4;15,46260;14;0;1;68;219;3456;1483;53;4287;391;261;2380;1897;758
SERVOPA ADM CONSÓRCIOS;76515071;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB ADM CONS LTDA.;16551061;202506;1;8,65168;85;0;0;1636;210;32266;48885;630;78110;1183;1858;33997;7620;11917
SICOOB ADM CONS LTDA.;16551061;202506;2;8,40380;16;1;0;408;72;5316;8903;181;13338;458;423;5464;617;1788
SICOOB ADM CONS LTDA.;16551061;202506;3;7,46139;273;2;3;5583;536;152128;118138;3962;259126;6580;4560;74623;50706;30503
SICOOB ADM CONS LTDA.;16551061;202506;4;7,62055;48;0;0;1014;275;24150;23566;751;44600;1599;1517;13797;7568;11672
SICOOB ADM CONS LTDA.;16551061;202506;5;13,52038;8;0;0;407;6;3013;3774;136;6234;335;218;1774;241;942
SICOOB ADM CONS LTDA.;16551061;202506;6;9,90079;52;2;0;961;224;12770;13003;612;23960;1190;623;5261;3436;3773
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202506;3;16,26730;6;0;0;26;184;1239;498;15;1664;19;54;1180;756;86
SM ADM CONS LTDA;26253658;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202506;5;20,36330;1;0;0;1;47;75;68;3;137;1;5;80;5;13
SM ADM CONS LTDA;26253658;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;3;9,98980;2;0;0;0;22;323;69;3;350;31;11;305;230;20
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;4;17,93630;29;0;0;56;1399;7750;2158;126;8897;712;299;10051;4133;586
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;4;4,52188;19;0;0;303;773;17761;11737;475;27427;676;1395;8466;9298;675
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;1;22,22675;5;0;0;68;859;803;1036;9;1395;111;333;4984;281;121
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;3;15,06866;9;0;0;57;455;1487;1426;33;2515;199;199;2159;485;193
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;4;21,90760;17;0;0;134;732;2949;1680;83;3987;405;237;7905;1037;322
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202506;1;26,66877;3;0;0;70;237;475;1373;15;1630;54;164;2467;70;202
TARRAF ADM CONS LTDA;53211488;202506;2;16,58731;2;0;0;26;108;538;762;16;1117;73;110;936;142;96
TARRAF ADM CONS LTDA;53211488;202506;3;19,44623;9;0;0;193;359;3907;3182;105;6202;500;387;4793;1450;592
TARRAF ADM CONS LTDA;53211488;202506;4;20,56355;7;0;0;65;188;3617;1918;79;4763;463;309;3656;1768;547
TARRAF ADM CONS LTDA;53211488;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;3;18,13253;27;1;0;917;180;4362;13323;167;15824;214;1647;10525;460;651
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;1;21,53675;3;0;0;375;3584;397;1867;7;1892;33;339;7449;208;131
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;2;15,84738;1;0;0;13;358;65;79;1;112;8;24;1110;16;11
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;3;20,84845;22;0;0;2511;42015;6371;14802;189;17213;1189;2771;96556;1618;719
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;4;24,62752;3;0;0;391;540;33;1602;7;1202;3;430;1155;2;14
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202506;6;16,85034;1;0;0;17;0;3;144;1;102;0;45;3;1;1
