#Data_base;Documento;Código_da_Conta;Nome_da_Conta;Saldo_Consolidado
202412;4010;30926006;DESPESAS DE OBRIGAÇÕES POR EMPRÉSTIMOS E REPASSES – CONTROLE;-164619.86
202412;4010;30945207;A Utilizar;65364361258.73
202412;4010;90926008;DESPESAS INCORRIDAS EM OBRIGAÇÕES POR EMPRÉSTIMOS E REPASSES – CONTROLE;-164619.86
202412;4010;49315000;PROVISÃO PARA PARTICIPAÇÕES NOS LUCROS;32685072.74
202412;4010;81820601;(-) Imóveis – Edificações;-459902.85
202412;4010;22599609;(-) Imóveis – Edificações;-11454489.00
202412;4010;19870908;Outros;23383349.65
202412;4010;21699005;(-) DEPRECIAÇÃO ACUMULADA DE PROPRIEDADES PARA INVESTIMENTO AVALIADAS AO CUSTO;-3326527.25
202412;4010;13315005;OPERAÇÕES DE SWAP;9586490.98
202412;4010;81810109;(-) Despesas de Amortização – Diferido;-1193512.92
202412;4010;81763005;(-) DESPESAS DE SERVIÇOS TÉCNICOS ESPECIALIZADOS;-286819018.02
202412;4010;22595005;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE ATIVO IMOBILIZADO DE USO;-2944150.17
202412;4010;31000000;CLASSIFICAÇÃO DA CARTEIRA DE CRÉDITOS;360000.00
202412;4010;18360000;DIVIDENDOS E BONIFICAÇÕES EM DINHEIRO A RECEBER;24647885.37
202412;4010;61580992;Outras ;2893987181.13
202412;4010;61880001;REMUNERAÇÃO DO CAPITAL PAGA ANTECIPADAMENTE ;-70647098.02
202412;4010;18840001;DEVEDORES POR DEPÓSITOS EM GARANTIA;329567149.09
202412;4010;22520001;INSTALAÇÕES;12290519.86
202412;4010;49400001;Fiscais e Previdenciárias;3608545475.08
202412;4010;19800002;Outros Valores e Bens;25864393.17
202412;4010;91000002;CLASSIFICAÇÃO DA CARTEIRA DE CRÉDITOS;360000.00
202412;4010;71800002;Rendas de Participações;64102314.15
202412;4010;83000003;(-) DESPESAS NÃO OPERACIONAIS;-64351568.90
202412;4010;61400003;Reservas de Reavaliação;9449146.90
202412;4010;90972100;Dividendos;4767307358.51
202412;4010;30919109;Caixa – Recursos Recebidos;415789.38
202412;4010;49935301;Cíveis;164474803.63
202412;4010;81730502;(-) Previdência Social;-136154247.55
202412;4010;11000006;DISPONIBILIDADES;111414730.42
202412;4010;30974151;Precatórios - Próprios - Estados, DF e Municípios;11831334.20
202412;4010;81933000;(-) DESPESAS DE CONTRIBUIÇÃO AO PIS/PASEP;-180352883.39
202412;4010;61560008;RESERVA PARA INCENTIVOS FISCAIS ;8436.23
202412;4010;71000008;RECEITAS OPERACIONAIS;13735224132.68
202412;4010;19000008;OUTROS VALORES E BENS;8369253248.73
202412;4010;46200008;Empréstimos no País – Outras Instituições;291408524.26
202412;4010;89400009;(-) Imposto de Renda;-1932083629.50
202412;4010;19880905;Outros;648835.31
202412;4010;25199305;(-) Marcas;-87324.64
202412;4010;25199051;(-) Direitos Relativos a Carteiras de Clientes;-19687102.39
202412;4010;30984907;Ativos Fiscais Diferidos de Prejuízo Fiscal Acumulado – Outros;1974999.53
202412;4010;18880205;Sem Característica de Concessão de Crédito;1120107866.69
202412;4010;22560205;Edificações;21980846.12
202412;4010;18797006;DIREITOS POR ADIANTAMENTOS A TERCEIROS;4755026.10
202412;4010;18845903;Outros Impostos e Contribuições a Compensar;502647946.24
202412;4010;49917903;Obrigações por Operações Vinculadas a Cessão – Liquidação Antecipada;728911085.90
202412;4010;81709007;(-) DESPESAS DE ARRENDAMENTO DE BENS;-113844.90
202412;4010;61410000;RESERVA DE REAVALIAÇÃO DE IMÓVEIS DE USO PRÓPRIO ;9416434.08
202412;4010;49430992;Outras;1563539263.72
202412;4010;81830608;(-) Provisões para Outros Créditos;-59561022.16
202412;4010;83990993;(-) Outras;-3939320.10
202412;4010;13110994;Outros;547782152.20
202412;4010;30984402;Ativos Fiscais Diferidos de Diferença Temporária – Outros;986165864.50
202412;4010;12110036;Letras Financeiras do Tesouro;3448921822.08
202412;4010;46210005;OBRIGAÇÕES POR EMPRÉSTIMOS NO PAÍS;291408524.26
202412;4010;83150805;(-) Prejuízo na Alienação de Ativos não Financeiros Mantidos para a Venda – Recebidos;-13066.00
202412;4010;89410006;(-) IMPOSTO DE RENDA;-1400300000.79
202412;4010;90918102;Recursos não Procurados;2081453837.21
202412;4010;71990998;Outras;203849301.45
202412;4010;81730007;(-) DESPESAS DE PESSOAL – ENCARGOS SOCIAIS;-191695970.89
202412;4010;71580119;Swap;16931220.48
202412;4010;18370007;SERVIÇOS PRESTADOS A RECEBER;689850541.36
202412;4010;81830103;(-) Desvalorização de Títulos Livres;-22272.47
202412;4010;81751000;(-) DESPESAS DE SEGUROS;-1596718.48
202412;4010;18850008;IMPOSTO DE RENDA A RECUPERAR;48371215.20
202412;4010;22530008;MÓVEIS E EQUIPAMENTOS;143735828.56
202412;4010;18999000;(-) PROVISÃO PARA OUTROS CRÉDITOS DE LIQUIDAÇÃO DUVIDOSA;-123804690.31
202412;4010;49410008;IMPOSTOS E CONTRIBUIÇÕES SOBRE LUCROS A PAGAR;1350542868.22
202412;4010;13115353;Cotas de Fundo de Ações;216956.88
202412;4010;71910105;De Operações de Crédito;44162.42
202412;4010;30999002;OUTRAS CONTAS DE COMPENSAÇÃO ATIVAS;1498256954.08
202412;4010;61610202;(+/-) de Coligadas e Controladas ;-454598.56
202412;4010;71799003;RENDAS DE OUTROS SERVIÇOS;202666515.68
202412;4010;81990108;(-) Impostos e Contribuições Sobre Lucros;-3725232.12
202412;4010;90999004;OUTRAS CONTAS DE COMPENSAÇÃO PASSIVAS;1498256954.08
202412;4010;13210076;Notas do Tesouro Nacional;759223.97
202412;4010;61399004;OUTRAS RESERVAS DE CAPITAL ;260666972.38
202412;4010;81721308;(-) Ativos Não Financeiros Mantidos para Venda – Recebidos;-227712.69
202412;4010;71735005;RENDAS DE TAXAS DE ADMINISTRAÇÃO DE CONSÓRCIOS;11303673855.36
202412;4010;61110238;Ações Ordinárias – Exterior ;70542500.00
202412;4010;30922206;Variação Cambial Em TVM;17171.45
202412;4010;21900000;Outros Investimentos;96102828.62
202412;4010;18700000;Valores Específicos;4755026.10
202412;4010;18845408;Créditos Oriundos de Decisões Transitadas em Julgado;12804.26
202412;4010;12110304;Certificados de Depósito Bancáro - Instituição Financeira Ligada;1920489.83
202412;4010;61580002;RESERVAS ESPECIAIS DE LUCROS ;3433445992.35
202412;4010;81900002;(-) Outras Despesas Operacionais;-2427400428.71
202412;4010;25100002;Ativos Intangíveis;581223095.77
202412;4010;71500003;Rendas com Títulos e Valores Mobiliários e Instrumentos Financeiros Derivativos;983683261.69
202412;4010;25115107;Adquiridos;295128125.80
202412;4010;89420003;(-) CONTRIBUIÇÃO SOCIAL;-531783628.71
202412;4010;73900003;Outras Receitas Não Operacionais;87591618.71
202412;4010;81772003;(-) DESPESAS DE VIAGEM AO EXTERIOR;-84565.59
202412;4010;18892004;DEVEDORES DIVERSOS - PAÍS;1632183679.30
202412;4010;61100004;Capital Social;8382673617.02
202412;4010;81820900;(-) Outros Imobilizados em Uso;-3321411.57
202412;4010;81840100;(-) Contingências;-91404785.09
202412;4010;22599908;(-) Outros Imobilizados em Uso;-28384018.65
202412;4010;49420005;IMPOSTOS E CONTRIBUIÇÕES A RECOLHER;413492844.30
202412;4010;18860005;OPÇÕES POR INCENTIVOS FISCAIS;5100.01
202412;4010;22540005;VEÍCULOS;20891455.49
202412;4010;49900006;Diversas;11776799587.26
202412;4010;71820006;RENDAS DE AJUSTES EM INVESTIMENTOS EM COLIGADAS E CONTROLADAS;64102314.15
202412;4010;13100007;Livres;17725955635.14
202412;4010;22595304;(-) Móveis e Equipamentos;-715688.53
202412;4010;30945001;RECURSOS DE CONSÓRCIOS;555230003096.26
202412;4010;73100009;Lucros em Transações com Valores e Bens;689905.64
202412;4010;71580906;Outros;241691.68
202412;4010;90945003;RECURSOS COLETADOS CONSÓRCIOS;555230003096.26
202412;4010;22599403;(-) Veículos;-8333279.80
202412;4010;13110509;LI  - Instituição Financeira Ligada;7596606.02
202412;4010;13110255;Certificados de Depósito Bancário;2587654819.47
202412;4010;49985007;VALORES A PAGAR A SOCIEDADES LIGADAS;67938403.36
202412;4010;25105904;Outros;31152213.89
202412;4010;71510000;RENDAS DE TÍTULOS DE RENDA FIXA;440862928.27
202412;4010;25125104;Adquiridos;890177.29
202412;4010;73910000;GANHOS DE CAPITAL;11595240.00
202412;4010;30919408;FI e FICFI – Recursos Recebidos;274611461.03
202412;4010;73150705;Lucros na Alienação de Ativos Não Financeiros Mantidos para a Venda – Próprios;61500.00
202412;4010;61110001;CAPITAL ;8192188799.76
202412;4010;18390001;OUTRAS RENDAS A RECEBER;64056220.78
202412;4010;22550002;BENFEITORIAS EM IMÓVEIS DE TERCEIROS;38408729.32
202412;4010;49430002;PROVISÃO PARA IMPOSTOS E CONTRIBUIÇÕES DIFERIDOS;1563539263.72
202412;4010;30919154;Depósitos – Recursos Não Procurados;81989494.77
202412;4010;18870002;PARTICIPAÇÕES PAGAS ANTECIPADAMENTE;12034037.30
202412;4010;83990003;(-) DESPESAS DE PROVISÕES NÃO OPERACIONAIS;-3988180.22
202412;4010;13110004;TÍTULOS DE RENDA FIXA;7604759416.74
202412;4010;61430004;RESERVA DE REAVALIAÇÃO DE BENS DE COLIGADAS E CONTROLADAS ;32712.82
202412;4010;19898100;(-) Veículos;-102110.35
202412;4010;81820405;(-) Veículos;-1718516.86
202412;4010;81718005;(-) DESPESAS DE HONORÁRIOS;-15735698.87
202412;4010;81990902;(-) Outros;-3710472.80
202412;4010;25199350;(-) Licenças e Direitos Autorais e de Uso;-75725553.04
202412;4010;73110006;LUCROS NA ALIENAÇÃO DE INVESTIMENTOS;17335.84
202412;4010;22505208;Equipamentos;2017954.10
202412;4010;25195000;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE ATIVOS INTANGÍVEIS;-6295381.52
202412;4010;18840056;Para Interposição de Recursos Fiscais Lei 9.703/98;95834064.95
202412;4010;71990008;REVERSÃO DE PROVISÕES OPERACIONAIS;301004557.42
202412;4010;39999993;TOTAL GERAL DO ATIVO;616048759809.70
202412;4010;49310201;Juros sobre Capital Próprio;104138139.42
202412;4010;30906105;Circulante;348500.00
202412;4010;18865402;Adiantamentos por Conta da Previdência Social;8521.53
202412;4010;99999995;TOTAL GERAL DO PASSIVO;616048759809.70
202412;4010;30984701;Ativos Fiscais Diferidos de Base Negativa – CSLL;6718978.35
